applicant_id,application_date,age,gender,education_level,employment_type,marital_status,family_size,number_of_dependents,location_type,monthly_income_inr,spouse_income_inr,monthly_expenses_inr,monthly_savings_inr,monthly_utility_bills_inr,property_value_inr,vehicle_value_inr,total_investments_inr,outstanding_loan_amount_inr,loan_amount_applied_inr,years_current_employment,banking_relationship_years,monthly_business_revenue_inr,daily_mobile_hours,monthly_digital_transactions,avg_transaction_amount_inr,social_media_accounts_count,mobile_app_usage_intensity_score,digital_payment_adoption_score,utility_payment_regularity_score,location_stability_score,mobile_banking_usage_score,payment_reliability_score,financial_health_score,stability_index,timeliness_score,repayment_ability_score,loan_type,interest_rate,probability_of_default,consent_status,city,risk_category
C8964,2024-06-10,31,Male,Graduate,Salaried,Single,1,0,Tier2,45331,0,23870,20297,2090,0,30739,0,252701,1372388,12.1,1.8,0,6.5,63,797,5,65,90,75,120,95,50,16,36,48,31,personal loan,17.96,0.5596189773471051,Full Consent,Anand,High Risk
D1260,2025-02-17,43,Female,Graduate,Professional,Married,5,3,Tier2,56814,17689,21169,34572,37354,0,230108,431550,166034,5124041,23.7,25.0,0,5.9,40,2758,2,59,47,95,120,91,50,21,45,34,5,home loan,10.08,0.7650008313614554,Full Consent,Junagadh,Very High Risk
C1813,2025-01-17,52,Male,Graduate,Salaried,Married,3,1,Metro,63904,0,41767,21452,12349,0,0,251721,205497,2973497,21.9,34.0,0,2.4,10,16914,3,43,37,95,120,95,65,50,80,67,39,home loan,10.23,0.31631987304718284,Full Consent,Surat,Medium Risk
D4918,2025-06-07,34,Male,Graduate,Self Employed,Married,5,3,Tier2,81139,0,46863,32549,34354,3379051,268828,908406,640896,1687077,8.5,16.0,218335,10.0,60,1665,4,92,87,84,120,95,50,84,82,95,63,personal loan,17.96,0.4343759737142056,Full Consent,Palanpur,High Risk
A6254,2025-07-28,47,Male,Graduate,Self Employed,Single,1,0,Tier2,40000,0,25580,12016,5122,0,25242,0,162915,1459196,24.1,24.9,83051,4.1,16,2944,5,51,45,88,120,93,54,29,57,77,27,business loan,14.74,0.4004870217606357,Full Consent,Navsari,Medium Risk
B8823,2025-06-09,50,Male,Post Graduate,Professional,Married,3,1,Tier2,85434,0,50709,33644,12081,2947488,511518,2062750,356249,1000000,12.7,27.8,0,1.8,10,13252,1,29,44,95,120,95,81,95,90,95,90,gold loan,12.14,0.01,Full Consent,Palanpur,Low Risk
C5816,2024-08-20,36,Male,Graduate,Professional,Single,1,0,Tier2,40639,0,20762,16040,2397,0,0,0,101167,179462,6.3,18.0,0,5.4,33,3208,5,71,68,95,120,93,70,54,56,95,49,personal loan,17.48,0.1258850089325676,Full Consent,Vapi,Low Risk
F3828,2024-08-22,27,Female,Graduate,Salaried,Single,1,0,Metro,81898,0,49953,28279,6270,1045397,0,791569,457203,705056,29.2,9.0,0,6.3,39,6665,4,78,84,77,120,95,62,87,89,92,73,personal loan,18.93,0.09970497193357539,Full Consent,Surat,Low Risk
B8919,2025-04-15,33,Female,Graduate,Salaried,Married,5,3,Tier2,40000,0,23489,12800,23517,0,0,0,173672,611979,33.6,15.0,0,8.6,62,1778,4,83,83,81,120,95,73,34,47,84,42,personal loan,18.76,0.2488378310463492,Full Consent,Godhra,Medium Risk
E6019,2025-03-22,40,Male,Graduate,Salaried,Single,1,0,Tier1,115082,0,49243,62952,462,3846497,688053,1370700,450621,1500000,7.8,18.5,0,4.2,29,4918,2,61,49,95,120,95,83,95,90,95,90,auto loan,12.4,0.01,Full Consent,Rajkot,Low Risk
A1607,2024-07-09,37,Female,Post Graduate,Salaried,Married,5,3,Tier1,55378,0,36640,18214,28492,1482981,0,0,275078,5316288,23.8,19.0,0,3.4,27,4929,3,56,61,95,120,95,25,12,44,28,5,home loan,10.48,0.8472609826428158,Full Consent,Rajkot,Very High Risk
D9278,2025-05-27,26,Male,Graduate,Salaried,Married,2,0,Metro,107294,0,62075,41978,8804,0,485839,638094,111983,361821,18.6,8.0,0,8.7,61,3366,7,79,85,95,120,95,85,79,62,90,81,education loan,11.74,0.1581529987642361,Full Consent,Vadodara,Low Risk
B6189,2024-07-04,55,Female,Post Graduate,Salaried,Married,4,2,Metro,70158,25483,24340,44246,15213,0,328402,0,352659,6735168,0.5,35.6,0,3.6,10,12837,2,54,25,95,120,82,10,10,5,5,5,home loan,9.96,0.92,Full Consent,Gandhinagar,Very High Risk
B2656,2024-08-22,27,Female,Diploma,Self Employed,Single,1,0,Metro,40000,0,18158,21769,7764,0,0,89636,132673,192480,22.3,8.6,56251,5.1,26,1633,2,57,76,95,120,95,89,58,69,87,66,education loan,12.2,0.01,Full Consent,Surat,Low Risk
B6794,2024-08-22,36,Female,Graduate,Salaried,Married,2,0,Tier2,86890,0,68191,16094,4222,2563719,226362,813420,480918,5000000,32.8,3.1,0,6.1,32,8593,3,46,48,70,120,95,27,27,59,56,19,business loan,14.36,0.8636591942349359,Full Consent,Navsari,Very High Risk
F4645,2024-06-24,33,Male,Graduate,Salaried,Married,2,0,Tier2,43260,0,24744,15397,849,0,0,0,208766,446527,8.0,15.0,0,11.5,73,1743,4,69,70,94,120,95,84,59,66,94,51,auto loan,12.16,0.13476586261914392,Full Consent,Veraval,Low Risk
C2355,2025-02-02,49,Male,Post Graduate,Salaried,Married,2,0,Tier2,40299,25676,29862,9475,6789,0,66215,0,260996,546254,20.1,31.0,0,4.2,13,5969,2,49,72,74,120,82,58,28,66,88,32,personal loan,16.9,0.20258811188765385,Full Consent,Junagadh,Medium Risk
C3962,2024-11-13,25,Female,Post Graduate,Self Employed,Single,1,0,Tier2,43174,0,20421,22354,2822,0,81265,0,16942,56475,21.5,7.0,89946,6.1,63,1248,5,91,89,95,120,95,92,47,61,82,69,credit card,29.49,0.01,Full Consent,Godhra,Low Risk
F5257,2024-08-11,31,Female,Post Graduate,Salaried,Married,5,3,Tier2,59158,21216,35024,22403,26877,1166355,221237,505171,160884,536281,26.1,13.0,0,9.7,30,1953,5,81,80,95,120,95,83,95,90,95,81,home loan,10.37,0.10921272987892067,Full Consent,Junagadh,Low Risk
E8457,2025-07-10,43,Male,Post Graduate,Salaried,Married,4,2,Tier2,40000,0,18094,18726,14916,0,0,0,130938,239748,23.6,2.4,0,5.6,26,1437,4,74,72,95,120,95,69,37,47,82,55,personal loan,18.34,0.12792806617877717,Full Consent,Anand,Low Risk
A7617,2025-05-13,31,Male,Graduate,Self Employed,Married,2,0,Tier2,40000,0,21947,15251,8284,0,0,0,117843,214176,18.9,13.0,111489,8.0,49,2277,4,72,90,95,120,95,83,46,56,95,57,education loan,12.51,0.041009713107779504,Full Consent,Anand,Low Risk
D2798,2025-04-06,32,Female,Diploma,Salaried,Married,2,0,Metro,98258,41954,69514,25212,17284,2294687,724597,734590,497146,5000000,22.9,5.0,0,7.1,54,2067,2,52,57,81,120,95,43,52,70,69,38,business loan,14.7,0.6739829239636466,Full Consent,Gandhinagar,High Risk
B5406,2025-06-28,41,Female,Graduate,Salaried,Married,3,1,Tier2,41370,18494,23136,17923,8957,0,36309,0,344933,897656,13.7,7.4,0,7.7,29,1288,5,58,72,74,120,89,56,20,54,84,38,personal loan,17.08,0.4483893068125569,Full Consent,Morbi,High Risk
B7581,2025-05-02,28,Female,Graduate,Salaried,Married,4,2,Metro,40000,0,19313,16774,5542,0,0,0,86002,159298,29.6,10.0,0,11.0,55,1881,6,77,72,95,120,95,87,45,48,91,55,personal loan,17.68,0.06931881641103618,Full Consent,Ahmedabad,Low Risk
A7646,2025-05-16,53,Female,Diploma,Salaried,Single,1,0,Tier2,40000,0,22039,16962,4328,0,0,0,162651,1335858,0.5,33.9,0,4.8,10,4508,1,35,45,93,120,64,25,26,34,36,17,business loan,14.39,0.5879771833250887,Full Consent,Patan,High Risk
F4961,2024-09-25,47,Female,Graduate,Salaried,Married,2,0,Tier2,72883,33648,41249,28023,7340,1872290,337333,0,140580,357350,29.7,29.0,0,6.4,21,4806,5,55,49,95,120,86,93,95,90,95,90,gold loan,11.8,0.07266321948054927,Full Consent,Veraval,Low Risk
F7460,2024-07-18,25,Male,Diploma,Professional,Single,1,0,Tier2,50601,0,30544,17165,2132,602230,0,0,346015,740502,15.9,7.0,0,7.6,28,1521,4,61,45,83,120,95,62,58,82,90,46,personal loan,17.47,0.21649053239345709,Full Consent,Mehsana,Medium Risk
F6446,2025-04-08,26,Male,Post Graduate,Professional,Single,1,0,Tier2,56228,0,30130,23177,3302,0,98338,420429,299911,500000,24.3,8.0,0,11.8,79,560,7,82,90,85,120,95,64,50,48,85,55,credit card,29.88,0.256504959995905,Full Consent,Morbi,Medium Risk
D8205,2025-03-25,43,Male,Graduate,Professional,Single,1,0,Tier2,94398,0,52080,39544,1983,5326085,526861,1010696,600000,2000000,0.5,0.5,0,4.2,29,7738,3,41,54,75,111,87,10,63,32,32,45,personal loan,18.54,0.6246399175970777,Full Consent,Mehsana,High Risk
F7886,2025-07-16,41,Female,Diploma,Salaried,Married,3,1,Metro,54582,16930,40132,12829,16518,1099507,90532,0,258801,1120686,9.8,22.1,0,7.5,29,4171,2,53,67,85,120,91,64,70,90,95,55,personal loan,17.9,0.2274850648300442,Full Consent,Ahmedabad,Medium Risk
F1968,2024-07-23,35,Male,Graduate,Self Employed,Married,2,0,Tier2,81755,61051,32201,48367,15972,2917297,388349,1017283,113144,7848480,7.6,0.5,103727,6.4,31,6755,5,42,46,95,120,95,31,17,39,5,11,home loan,9.54,0.8969471790163916,Full Consent,Vapi,Very High Risk
D4694,2024-11-30,29,Male,Graduate,Salaried,Married,3,1,Tier2,83142,0,39232,42875,11866,0,143167,0,220201,704165,1.5,11.0,0,6.3,61,1039,4,79,81,95,120,95,42,66,39,55,49,personal loan,17.35,0.26159141078415465,Full Consent,Veraval,Medium Risk
D2448,2024-08-28,43,Female,Graduate,Self Employed,Married,2,0,Tier2,92441,61240,63275,26586,6140,5021807,305838,1457469,309482,2000000,12.9,25.0,255643,7.6,36,7095,3,46,59,81,120,95,61,89,90,95,74,personal loan,17.81,0.15247425336195658,Full Consent,Porbandar,Low Risk
C1074,2024-09-10,49,Male,Post Graduate,Professional,Married,3,1,Tier2,101556,0,70720,27422,8697,6621102,491712,2500782,877443,5000000,13.9,0.5,0,5.9,23,10265,4,64,49,68,120,95,25,33,54,39,34,business loan,14.42,0.860528130976666,Full Consent,Bharuch,Very High Risk
D2010,2024-06-04,45,Male,Post Graduate,Professional,Single,1,0,Tier1,54610,0,26125,26973,2978,0,0,300763,126781,1965960,33.7,27.0,0,3.7,25,2492,2,50,69,95,120,89,65,47,80,88,54,personal loan,17.57,0.1671266176062023,Full Consent,Surendranagar,Low Risk
D2253,2025-06-30,54,Female,Post Graduate,Salaried,Married,5,3,Metro,52657,36774,18987,32614,13373,0,159266,248926,223560,597453,12.2,33.8,0,2.1,12,8367,1,45,48,95,120,84,90,82,77,95,77,auto loan,11.78,0.021171512152653334,Full Consent,Gandhinagar,Low Risk
F9238,2025-07-25,29,Male,Graduate,Self Employed,Single,1,0,Metro,71166,0,42707,27274,4202,1685278,113084,0,243951,721999,5.3,5.4,189616,6.0,60,2609,4,89,70,90,120,95,56,82,74,95,64,personal loan,17.39,0.13647362508357277,Full Consent,Ahmedabad,Low Risk
B8731,2024-11-01,25,Male,Graduate,Self Employed,Single,1,0,Tier1,76356,0,52885,23399,3985,1151594,0,796353,238903,1164320,26.6,7.0,138273,7.6,69,1526,5,73,74,94,120,95,76,95,90,95,81,auto loan,11.76,0.03906462271875637,Full Consent,Rajkot,Low Risk
F7828,2025-04-15,29,Male,Graduate,Self Employed,Married,2,0,Tier2,88548,39032,58906,25825,7801,2223692,0,875025,332933,376517,22.2,11.0,164862,8.3,64,1321,7,74,93,86,120,95,74,88,87,95,76,education loan,12.57,0.01,Full Consent,Mehsana,Low Risk
A5949,2025-05-07,34,Male,Graduate,Professional,Single,1,0,Metro,90398,0,42443,45526,3341,3799448,203131,876723,748855,2000000,30.6,14.7,0,8.4,51,4469,5,85,71,95,120,95,71,91,86,95,82,education loan,13.22,0.19311295648261928,Full Consent,Vadodara,Medium Risk
A6927,2024-11-20,39,Female,Graduate,Self Employed,Married,5,3,Tier2,103897,30779,54492,48859,26405,2740047,509384,1531817,401551,1500000,30.3,21.0,278223,3.5,47,6226,2,43,52,94,120,95,82,95,90,95,90,auto loan,10.63,0.04929852179723601,Full Consent,Godhra,Low Risk
E2044,2025-06-29,43,Female,Graduate,Salaried,Single,1,0,Tier2,49085,0,21083,27936,454,0,0,60113,235328,4294356,22.5,25.0,0,5.2,21,4177,2,56,79,95,120,94,48,10,17,32,5,home loan,10.54,0.7273689633094896,Full Consent,Junagadh,Very High Risk
B3720,2024-06-05,44,Male,Graduate,Professional,Married,4,2,Tier2,92976,47258,67176,22181,11333,3731302,678487,1059645,218342,2000000,21.4,26.0,0,6.1,36,5854,5,52,60,85,120,92,66,95,90,95,83,personal loan,18.42,0.1923395510641457,Full Consent,Bharuch,Medium Risk
E7231,2025-02-14,31,Male,Post Graduate,Professional,Married,2,0,Tier2,54274,0,32093,21955,3240,1072548,0,0,60000,200000,20.2,13.0,0,9.7,68,1652,7,77,94,95,120,95,90,95,90,95,86,auto loan,11.26,0.01,Full Consent,Vapi,Low Risk
C6092,2025-02-25,44,Male,Graduate,Professional,Married,4,2,Tier2,56778,42691,38003,16458,6360,1321778,225577,617462,340511,1500000,0.5,26.0,0,3.7,27,4275,4,52,51,83,120,77,29,77,62,57,38,auto loan,11.5,0.2943734683074697,Full Consent,Palanpur,Medium Risk
B3090,2024-06-17,25,Male,Graduate,Salaried,Married,3,1,Metro,111072,24614,61563,47538,11865,2322694,310062,0,321500,1500000,10.9,7.0,0,9.3,48,4028,7,79,76,94,120,95,80,95,90,95,90,auto loan,11.11,0.03100595805738436,Full Consent,Vadodara,Low Risk
E6393,2025-02-11,44,Male,Graduate,Professional,Married,3,1,Tier2,62895,47613,40827,19989,8801,2199710,163122,0,175078,6037920,29.2,22.7,0,3.0,39,5267,4,65,60,90,120,95,39,28,56,44,5,home loan,10.19,0.7494066502381617,Full Consent,Anand,Very High Risk
F1407,2025-05-10,32,Male,Graduate,Professional,Married,4,2,Tier2,102090,26513,60914,39266,18194,3519003,406763,496777,436762,8000000,32.9,14.0,0,10.8,74,2815,5,90,91,90,120,95,47,45,65,48,17,home loan,9.54,0.6562916370026788,Full Consent,Palanpur,High Risk
F4520,2024-07-10,52,Female,Diploma,Salaried,Married,2,0,Tier2,47013,20593,27522,15922,13471,0,0,85240,279320,1766011,33.3,31.2,0,3.1,10,13130,1,48,28,95,120,85,71,47,74,82,35,home loan,9.62,0.2090547629136895,Full Consent,Mehsana,Medium Risk
E2453,2024-06-04,33,Female,Graduate,Professional,Married,5,3,Tier2,72023,0,36018,32243,22153,0,0,0,554537,1343085,23.0,15.0,0,8.9,55,3183,6,88,87,90,120,95,80,67,64,84,68,auto loan,11.59,0.018513759002100283,Full Consent,Anand,Low Risk
C6675,2025-02-17,45,Male,Graduate,Salaried,Married,4,2,Tier2,106882,42907,61815,41659,16709,5599068,413810,1239488,438193,8000000,29.8,27.0,0,6.3,29,10702,5,51,61,95,120,95,47,55,73,54,24,home loan,9.88,0.4858049993716569,Full Consent,Valsad,High Risk
F7166,2025-01-08,52,Female,Graduate,Professional,Married,2,0,Tier2,80007,16115,61411,17944,1112,2601851,411958,1262829,404034,1346783,28.2,0.5,0,1.7,12,20592,2,31,29,71,120,95,39,60,90,76,59,personal loan,18.04,0.3678628010588104,Full Consent,Morbi,Medium Risk
B1615,2025-07-16,35,Female,Graduate,Professional,Married,2,0,Tier2,120603,85275,66371,52995,5678,3890143,259250,1127881,600000,2000000,23.1,17.0,0,7.6,40,5948,4,52,65,89,120,95,69,95,90,95,82,personal loan,18.08,0.11618966196820302,Full Consent,Palanpur,Low Risk
A2472,2025-04-20,58,Male,Graduate,Salaried,Married,4,2,Tier2,40635,22024,22617,15081,16325,0,0,0,39009,3900960,28.2,1.8,0,2.6,25,1296,1,21,52,93,120,78,28,10,11,5,5,home loan,10.72,0.92,Full Consent,Porbandar,Very High Risk
A4175,2024-12-20,26,Male,Diploma,Salaried,Married,5,3,Tier2,50792,35371,21751,28980,34556,521856,0,498382,71879,658281,24.5,8.0,0,6.7,36,2835,5,56,72,95,120,95,89,95,85,95,89,education loan,11.85,0.01,Full Consent,Anand,Low Risk
F9051,2024-09-28,58,Female,Diploma,Self Employed,Single,1,0,Metro,95359,0,51118,41715,2841,5287024,319234,1356250,686341,2178200,23.8,22.2,154859,2.2,14,11442,3,21,38,89,120,75,68,91,90,95,68,business loan,14.28,0.33067971521908207,Full Consent,Ahmedabad,Medium Risk
B9787,2025-05-28,58,Male,Post Graduate,Self Employed,Married,3,1,Tier1,58914,36418,34549,24082,5755,1931411,0,0,332993,1500000,33.8,24.9,112319,4.7,18,7590,2,51,35,92,120,83,75,95,90,95,75,auto loan,11.83,0.019410555757800915,Full Consent,Bhavnagar,Low Risk
D7418,2025-05-07,46,Male,Graduate,Professional,Married,2,0,Tier1,52311,0,28062,21587,5372,0,183119,0,196540,5021856,30.2,21.8,0,4.6,32,1562,2,57,58,95,120,85,38,10,22,16,5,home loan,10.85,0.8649447790124775,Full Consent,Surendranagar,Very High Risk
F9057,2025-03-19,44,Male,Diploma,Salaried,Married,4,2,Tier2,40782,22750,23610,15529,12062,0,0,97409,123565,1468152,8.1,26.0,0,4.4,34,1688,3,74,64,95,120,88,69,40,70,81,40,auto loan,11.34,0.2625214365538516,Full Consent,Porbandar,Medium Risk
A8868,2025-01-30,43,Female,Graduate,Self Employed,Single,1,0,Tier2,40000,0,15668,20403,2989,0,0,0,126605,3840000,32.1,25.0,53944,4.6,25,3443,2,66,76,95,120,95,38,10,18,17,5,home loan,10.98,0.7735452408248361,Full Consent,Patan,Very High Risk
E8098,2024-07-19,45,Male,Graduate,Self Employed,Single,1,0,Metro,64435,0,32692,29293,8129,0,0,0,371196,701422,24.0,27.0,134134,7.5,36,3992,2,49,47,95,120,95,86,62,82,95,73,gold loan,12.17,0.1770340004048124,Full Consent,Ahmedabad,Low Risk
C6979,2025-06-17,51,Male,Diploma,Professional,Single,1,0,Tier2,88306,0,42208,43265,592,3811998,426386,2209463,762963,8000000,8.7,33.0,0,4.9,12,6861,1,36,29,95,120,85,36,22,56,39,5,home loan,10.53,0.7607541798019439,Full Consent,Mehsana,Very High Risk
F9171,2024-12-20,39,Male,Graduate,Salaried,Married,5,3,Tier2,56182,0,34311,19137,12195,1110486,159240,259242,64713,2000000,12.8,5.8,0,7.7,29,3176,4,56,69,95,120,95,68,67,90,95,61,education loan,12.2,0.23119719326010166,Full Consent,Patan,Medium Risk
D3462,2024-08-21,41,Female,Graduate,Salaried,Married,5,3,Tier2,89176,43685,52812,35993,30423,3802689,215418,891029,441247,1500000,15.5,23.0,0,4.4,37,4408,4,52,60,95,120,95,73,95,90,95,87,auto loan,12.07,0.13577063679081564,Full Consent,Navsari,Low Risk
E1245,2024-07-14,44,Female,Graduate,Self Employed,Single,1,0,Tier2,75078,0,39343,32332,5706,2252989,274062,0,327774,1500000,21.2,16.6,188133,7.9,33,3130,5,48,66,94,120,95,76,95,90,95,90,auto loan,11.05,0.21430111809568814,Full Consent,Vapi,Medium Risk
F7809,2024-09-06,28,Female,Graduate,Salaried,Married,5,3,Tier2,120500,0,48903,71219,15142,0,0,449029,292431,688082,21.2,7.8,0,7.3,63,3711,4,75,77,95,120,95,78,80,63,91,90,personal loan,17.81,0.06437142227202243,Full Consent,Veraval,Low Risk
D5025,2024-09-12,49,Male,Graduate,Professional,Married,4,2,Metro,40000,0,20410,17538,12118,0,0,0,287842,3015418,28.2,19.7,0,4.5,38,2519,2,61,64,95,120,85,42,10,32,32,5,home loan,10.98,0.7594652120615897,Full Consent,Gandhinagar,Very High Risk
C8620,2025-03-13,55,Male,Graduate,Professional,Married,4,2,Tier2,49392,32299,29280,16940,16684,0,0,0,204317,4741632,27.5,33.8,0,2.0,16,8378,1,32,41,91,120,91,27,10,23,20,5,home loan,9.51,0.8382835278967412,Full Consent,Veraval,Very High Risk
A7599,2025-03-11,52,Female,Diploma,Self Employed,Married,2,0,Tier2,73558,28899,32459,37715,4268,2586101,365178,0,128507,400181,0.5,32.8,138273,3.8,10,10689,2,52,31,95,120,69,59,95,81,78,68,gold loan,11.77,0.04474737745025373,Full Consent,Morbi,Low Risk
F4414,2025-05-04,43,Male,Post Graduate,Salaried,Married,5,3,Tier1,40000,0,21511,15272,23655,0,0,0,192621,701663,28.5,11.4,0,7.5,38,1411,4,51,49,91,120,95,71,41,56,87,42,personal loan,17.29,0.23243449579230713,Full Consent,Bhavnagar,Medium Risk
B2222,2024-08-14,58,Male,Post Graduate,Salaried,Married,4,2,Tier2,47787,27803,18267,28862,12136,0,0,0,222860,514983,30.6,8.4,0,3.7,24,3900,1,31,43,95,120,85,72,42,76,95,62,personal loan,17.9,0.18627414529200384,Full Consent,Porbandar,Medium Risk
A4739,2025-03-29,27,Female,Post Graduate,Salaried,Single,1,0,Tier1,90384,0,50028,40203,7450,0,0,489249,277721,1061774,11.9,9.0,0,8.5,71,1239,5,89,89,95,120,95,74,75,66,84,73,personal loan,18.52,0.07274652997485362,Full Consent,Jamnagar,Low Risk
F7359,2024-06-23,49,Female,Graduate,Salaried,Married,2,0,Tier2,40000,0,13791,25681,8531,0,0,26296,193267,1440000,25.5,31.0,0,6.6,45,1279,3,70,59,95,120,91,60,28,62,70,36,personal loan,18.45,0.26989990999046154,Full Consent,Porbandar,Medium Risk
E7704,2024-12-29,54,Male,Graduate,Self Employed,Married,5,3,Tier2,64693,0,34915,27861,4399,0,254622,0,300000,1000000,8.7,27.6,81842,1.0,10,16525,1,50,41,95,120,83,84,58,76,95,69,gold loan,12.33,0.0835496484404385,Full Consent,Godhra,Low Risk
A6190,2024-10-03,48,Male,Graduate,Professional,Married,2,0,Tier2,40000,0,18349,18311,2282,0,84567,0,86676,3840000,0.5,2.3,0,6.7,28,3791,2,46,77,95,93,69,10,10,5,5,5,home loan,10.12,0.92,Full Consent,Palanpur,Very High Risk
B5237,2025-04-10,25,Male,Post Graduate,Salaried,Married,3,1,Metro,59801,0,24789,31325,13623,0,181506,0,173197,244771,27.4,7.0,0,8.3,43,1579,4,90,90,95,120,95,80,41,55,84,63,credit card,28.85,0.01,Full Consent,Ahmedabad,Low Risk
F5964,2024-06-14,37,Male,Diploma,Professional,Married,3,1,Tier2,54148,0,35283,18299,8314,0,122772,549977,202996,2000000,30.0,0.5,0,6.7,28,3460,3,43,60,91,120,95,43,41,57,49,49,education loan,12.28,0.4045754523182844,Full Consent,Patan,Medium Risk
E9627,2024-07-15,25,Female,Graduate,Self Employed,Married,4,2,Tier2,62806,0,28041,34725,5303,0,0,291215,51630,137007,25.8,7.0,94861,11.5,61,1234,7,86,85,95,120,95,82,61,65,91,76,credit card,28.69,0.01,Full Consent,Patan,Low Risk
D6223,2024-09-03,39,Female,Graduate,Self Employed,Single,1,0,Tier2,78294,0,57522,19241,2472,0,0,568234,511499,4430726,34.8,21.0,197487,3.9,37,2970,4,60,48,83,120,95,38,15,44,59,9,business loan,14.8,0.6924930978075755,Full Consent,Morbi,Very High Risk
B4923,2025-04-12,54,Male,Graduate,Salaried,Single,1,0,Tier2,40000,0,17805,21991,2257,0,0,0,201348,653320,12.2,34.5,0,3.2,17,5094,3,28,35,95,120,82,68,53,73,88,52,personal loan,17.51,0.14260371062257207,Full Consent,Nadiad,Low Risk
B7721,2024-06-06,35,Male,Diploma,Salaried,Married,3,1,Metro,64684,30050,36910,25961,9612,0,0,377234,369389,6209664,33.7,17.0,0,6.4,42,1252,5,44,65,95,120,95,35,10,24,14,5,home loan,10.32,0.8538179088604416,Full Consent,Gandhinagar,Very High Risk
C5627,2025-03-30,47,Male,Graduate,Self Employed,Married,5,3,Tier2,67322,0,38523,24892,22754,0,311560,630191,209391,6462912,18.8,29.0,148750,7.0,34,4382,5,67,58,92,120,88,41,10,27,24,5,home loan,9.95,0.7788476280052804,Full Consent,Bharuch,Very High Risk
C6479,2025-03-13,33,Female,Graduate,Self Employed,Single,1,0,Tier1,52032,0,39533,10517,2820,0,136318,383456,188322,1873152,2.0,2.0,127891,10.8,61,1685,7,82,92,81,92,90,14,32,33,34,12,personal loan,17.5,0.8535659857368035,Full Consent,Bhavnagar,Very High Risk
B1069,2025-01-25,45,Female,Post Graduate,Salaried,Married,4,2,Tier2,40000,13391,21048,15354,16614,0,0,0,208222,2852064,25.9,24.2,0,6.1,23,2524,5,74,63,94,120,84,40,10,23,41,5,business loan,15.02,0.6367838886223782,Full Consent,Vapi,High Risk
C7108,2024-11-17,52,Male,Graduate,Professional,Married,3,1,Tier2,94940,53551,41197,51787,12193,3316148,665778,1619150,510838,4493250,21.5,32.4,0,4.3,10,26644,2,30,59,95,120,86,64,83,90,85,64,home loan,10.27,0.15372560792919737,Full Consent,Nadiad,Low Risk
C4039,2025-01-12,41,Male,Post Graduate,Self Employed,Married,5,3,Tier2,45161,0,22105,21831,6822,0,0,0,80241,1081567,33.2,23.0,63750,4.5,39,1049,2,71,57,95,120,95,76,52,75,87,55,personal loan,18.19,0.04379321568358423,Full Consent,Patan,Low Risk
C5480,2025-06-07,49,Female,Graduate,Salaried,Married,3,1,Metro,46802,29448,27214,17351,1426,0,0,0,295734,941595,26.6,30.6,0,3.8,30,3097,5,72,73,90,120,84,67,47,57,83,48,business loan,14.83,0.106222451709986,Full Consent,Surat,Low Risk
E2449,2024-12-26,25,Male,Graduate,Self Employed,Single,1,0,Tier2,94181,0,42573,48026,3016,2050075,0,440363,174755,2000000,0.5,0.5,255122,7.0,66,2453,4,85,74,89,83,95,36,84,32,24,72,education loan,12.35,0.3929939798917876,Full Consent,Valsad,Medium Risk
C3846,2025-05-27,43,Female,Diploma,Salaried,Married,2,0,Metro,81876,0,37656,42279,3963,2662858,571795,1531132,274905,3800328,25.3,25.0,0,6.7,33,5647,3,50,48,95,120,95,56,70,81,81,53,business loan,14.52,0.2857453325705946,Full Consent,Ahmedabad,Medium Risk
